iter	Logloss
306	0.1814144379
307	0.1809829923
308	0.1804064223
309	0.1799721958
310	0.1796402689
311	0.1792173286
312	0.1787667865
313	0.1784347699
314	0.1781792785
315	0.177738381
316	0.1774625501
317	0.1772398557
318	0.1769202584
319	0.1766529062
320	0.1764168892
321	0.1761787989
322	0.1758653576
323	0.1756095488
324	0.1753161885
325	0.1749873572
326	0.1746037325
327	0.1742903336
328	0.1739587954
329	0.1735952298
330	0.1733161787
331	0.1731036105
332	0.1728750755
333	0.1724349203
334	0.1721991895
335	0.1719157207
336	0.1716171667
337	0.1713693439
338	0.1711323444
339	0.1708699927
340	0.1707200997
341	0.1704273096
342	0.1700757452
343	0.1698516013
344	0.1696572277
345	0.1693444236
346	0.169036285
347	0.1685976193
348	0.1682011014
349	0.16776308
350	0.1674666717
351	0.1671449424
352	0.1668630397
353	0.1666298316
354	0.166251431
355	0.1658932273
356	0.165552253
357	0.1652803553
358	0.1650091645
359	0.1648560343
360	0.1646187582
361	0.1642001043
362	0.1637817682
363	0.163547175
364	0.1632697905
365	0.1630884411
366	0.162760721
367	0.1624944178
368	0.1622900143
369	0.1620221071
370	0.1616989668
371	0.1615540398
372	0.1613070653
373	0.161035559
374	0.1607642802
375	0.1605396945
376	0.1603443396
377	0.1599222242
378	0.1596340805
379	0.1593469038
380	0.1591791194
381	0.1589232918
382	0.1587139616
383	0.158466881
384	0.1581529023
385	0.1577912741
386	0.1575540064
387	0.1572902402
388	0.1570256495
389	0.1568082387
390	0.1566214475
391	0.1563773701
392	0.1561185862
393	0.1558016422
394	0.1553609244
395	0.1550041296
396	0.1546180145
397	0.1544485329
398	0.153977202
399	0.153794324
400	0.1535383246
401	0.1533628859
402	0.153007479
403	0.1527623918
404	0.1525847927
405	0.1524146571
406	0.1520674413
407	0.1517024114
408	0.1515652966
409	0.1512440641
410	0.1509966457
411	0.1507706565
412	0.1505515771
413	0.150302465
414	0.1500363864
415	0.1498155334
416	0.149578448
417	0.1493175605
418	0.1490898696
419	0.1488274444
420	0.1486003984
421	0.1483066384
422	0.1481417099
423	0.1479378431
424	0.1475944652
425	0.1473412922
426	0.1470471394
427	0.1468085133
428	0.1465714717
429	0.1463441875
430	0.1460732614
431	0.1458406677
432	0.1455486628
433	0.1451896458
434	0.1450310103
435	0.1447086161
436	0.1443363861
437	0.1440664351
438	0.1438901021
439	0.1436561875
440	0.1433554565
441	0.1430726739
442	0.1428293387
443	0.142577173
444	0.1423764573
445	0.1421495523
446	0.1419592996
447	0.1416931952
448	0.1415107379
449	0.1411746182
450	0.1408589213
451	0.1406845297
452	0.1404340163
453	0.1401188257
454	0.1398515796
455	0.1395320359
456	0.139251621
457	0.1389075969
458	0.1385247198
459	0.1382150983
460	0.1380111698
461	0.1378703996
462	0.1375618779
463	0.1372936277
464	0.1371113665
465	0.1369031267
466	0.1366957863
467	0.136502345
468	0.1363795133
469	0.1361574334
470	0.1359710311
471	0.1356489089
472	0.1353906737
473	0.1350395822
474	0.1348951678
475	0.1346729779
476	0.1343858239
477	0.1341902475
478	0.133942731
479	0.133682192
480	0.1332680912
481	0.1330120841
482	0.1327289521
483	0.1324621536
484	0.132097115
485	0.1318258747
486	0.1315869316
487	0.1312752089
488	0.1310773054
489	0.1307396709
490	0.1305331077
491	0.1302963783
492	0.1301545226
493	0.1298795503
494	0.1296617103
495	0.1295484103
496	0.1292882881
497	0.1290375908
498	0.1288514818
499	0.1286307849
500	0.1284993353
501	0.1281772019
502	0.1279441606
503	0.1277828299
504	0.1275960722
505	0.1273258838
506	0.1270940442
507	0.1269276594
508	0.1267813938
509	0.1266091455
510	0.1263141181
511	0.1261131344
512	0.1259661067
513	0.1257196506
514	0.1255086053
515	0.1252033377
516	0.1250003525
517	0.1247910112
518	0.1244853765
519	0.1241880102
520	0.1239895352
521	0.1237138858
522	0.123559253
523	0.1233026305
524	0.1230409491
525	0.1228160129
526	0.1225570638
527	0.1224046823
528	0.12218482
529	0.1219349769
530	0.1215840689
531	0.1212625749
532	0.1211145693
533	0.1209370839
534	0.1206681451
535	0.1204641003
536	0.1202496555
537	0.1200749404
538	0.1198859312
539	0.1196837868
540	0.1195558008
541	0.1193029425
542	0.1190302891
543	0.1187073053
544	0.1183992241
545	0.1181290338
546	0.1179066681
547	0.1177110211
548	0.1174094766
549	0.1171262324
550	0.1169560507
551	0.1167046761
552	0.1165402388
553	0.1163557548
554	0.1160442054
555	0.1158560915
556	0.1156381405
557	0.1154140627
558	0.1151100038
559	0.1149705798
560	0.1147763907
561	0.1146414222
562	0.1144063946
563	0.1140525498
564	0.1139025586
565	0.1136198728
566	0.1134284753
567	0.113215629
568	0.1129463103
569	0.1127293409
570	0.1123773328
571	0.1120343224
572	0.1117625758
573	0.1114382003
574	0.111246714
575	0.1110089584
576	0.1108532066
577	0.1105996787
578	0.1104233191
579	0.1101921653
580	0.1098183703
581	0.109664024
582	0.1095135379
583	0.109356165
584	0.1091283543
585	0.1089332735
586	0.1087253501
587	0.1084758767
588	0.1083096577
589	0.1080285964
590	0.1078355906
591	0.1076221741
592	0.1074813519
593	0.1072462958
594	0.1069559511
595	0.1066499257
596	0.1064716628
597	0.1062549538
598	0.1060292237
599	0.105847615
600	0.1056081388
601	0.1053759937
602	0.1051711679
603	0.1050559244
604	0.1047524181
605	0.1045769999
606	0.1043064879
607	0.104052336
608	0.1038259415
609	0.1036153013
610	0.1033834558
611	0.1032131578
612	0.1029441324
613	0.1026717049
614	0.1024836605
615	0.1021986342
616	0.1019423817
617	0.1017363685
618	0.1014795558
619	0.1011918928
620	0.1009665868
621	0.1008319557
622	0.1006530506
623	0.1004325312
624	0.1002459465
625	0.100042586
626	0.09978762537
627	0.09950903537
628	0.09931505791
629	0.09911609181
630	0.09889493713
631	0.09872621787
632	0.09854427248
633	0.09833271904
634	0.09808811168
635	0.09796796304
636	0.09773470709
637	0.09760072117
638	0.09740983563
639	0.09721333442
640	0.09705303863
641	0.09694041645
642	0.09674685908
643	0.09651861485
644	0.09632454001
645	0.09602846038
646	0.09583099665
647	0.09553952602
648	0.09538296744
649	0.09521500914
650	0.09506150656
651	0.0948930106
652	0.09466178059
653	0.09440861434
654	0.09428817836
655	0.09412548273
656	0.0940735888
657	0.09391283269
658	0.09369660559
659	0.09357578842
660	0.09339393117
661	0.09326674988
662	0.0930347351
663	0.0927209001
664	0.09251901067
665	0.09229953533
666	0.09209536637
667	0.09188776531
668	0.09163847748
669	0.09153506761
670	0.09136613356
671	0.09112448263
672	0.09093335946
673	0.0907885399
674	0.09062811942
675	0.09042036776
676	0.09025825808
677	0.09004370523
678	0.08984452999
679	0.08977838762
680	0.08976638607
681	0.08956985981
682	0.08941932751
683	0.08922153488
684	0.089062037
685	0.08883460838
686	0.08867918146
687	0.08848797594
688	0.08833839709
689	0.08809302085
690	0.08791389844
691	0.08772236277
692	0.08749957478
693	0.08737295259
694	0.08722189321
695	0.08711794169
696	0.08693756434
697	0.0867507111
698	0.08647824719
699	0.08628410042
700	0.08604660601
701	0.08584738662
702	0.08567733077
703	0.08546108638
704	0.08523852467
705	0.08510532288
706	0.08499325958
707	0.08486426299
708	0.08474380525
709	0.08456822461
710	0.08448075677
711	0.08429407917
712	0.0841597465
713	0.08398761259
714	0.08382657407
715	0.08371779618
716	0.08349558733
717	0.08331079657
718	0.08314851382
719	0.08298502897
720	0.08281000014
721	0.08264921648
722	0.08247627104
723	0.08236349694
724	0.08221785394
725	0.0820162935
726	0.0818725613
727	0.08175469572
728	0.08161807882
729	0.08141405373
730	0.08124696966
731	0.08102892679
732	0.08093376537
733	0.08073619973
734	0.08060452035
735	0.08045131583
736	0.08043706636
737	0.08021169756
738	0.080022118
739	0.07989640699
740	0.07975155792
741	0.07956446469
742	0.07943962643
743	0.07925466269
744	0.07910949074
745	0.0789656978
746	0.0788549602
747	0.07870725652
748	0.07849214348
749	0.07840638457
750	0.07828290386
751	0.07815947794
752	0.07796399952
753	0.07784670861
754	0.07765295446
755	0.07750662846
756	0.0774114294
757	0.0772177615
758	0.07707084462
759	0.07689397701
760	0.07675015598
761	0.07653273835
762	0.07639655727
763	0.07626487093
764	0.07606109388
765	0.07585852301
766	0.07568374881
767	0.07555716067
768	0.07539715011
769	0.07523005774
770	0.07520062174
771	0.07505275275
772	0.07491764409
773	0.07481882624
774	0.07465754961
775	0.07454957503
776	0.07442704158
777	0.07430758268
778	0.07415783351
779	0.07406480431
780	0.0739161742
781	0.07380369519
782	0.07364872499
783	0.07352579211
784	0.0733543481
785	0.0731733322
786	0.07303172471
787	0.07290202438
788	0.07276580526
789	0.07261712913
790	0.07249896947
791	0.07234470929
792	0.07219315749
793	0.07210140508
794	0.07189981834
795	0.0717709646
796	0.07162678234
797	0.07148396515
798	0.07130237066
799	0.07116331353
800	0.0710033291
801	0.07083181668
802	0.07072571446
803	0.070561579
804	0.07037422153
805	0.07023112898
806	0.07010256626
807	0.06997709547
808	0.0698457208
809	0.06975674167
810	0.06964975005
811	0.06951404041
812	0.0693618481
813	0.06923870647
814	0.06914213521
815	0.0690126005
816	0.0688224483
817	0.0686932785
818	0.06853857012
819	0.06840550109
820	0.06822738488
821	0.06804532341
822	0.06788899839
823	0.06775107129
824	0.06763065918
825	0.06751891327
826	0.06738841495
827	0.06723078082
828	0.06707128943
829	0.0670025913
830	0.06688865047
831	0.06674403481
832	0.06657143212
833	0.06643197698
834	0.06628413045
835	0.06616340917
836	0.06603537025
837	0.06591793478
838	0.06581846594
839	0.0656717755
840	0.06550933895
841	0.06541572804
842	0.06522870526
843	0.06506144672
844	0.06490030816
845	0.06479759374
846	0.06469133811
847	0.06457838211
848	0.06444469159
849	0.06430290689
850	0.06420639621
851	0.0640506645
852	0.06388923673
853	0.06375454048
854	0.06365531616
855	0.06355507454
856	0.06345043829
857	0.06335842813
858	0.06322815359
859	0.06318861563
860	0.06307590869
861	0.06292409397
862	0.06280679524
863	0.06267063358
864	0.06253356145
865	0.06238797786
866	0.06220699476
867	0.06206613846
868	0.06197078918
869	0.06187569015
870	0.0617713039
871	0.06162220064
872	0.06152679031
873	0.06141665869
874	0.06133482484
875	0.06123665235
876	0.06108262808
877	0.06099120074
878	0.06084471374
879	0.0607219947
880	0.06054981461
881	0.06046159199
882	0.06037242492
883	0.06025308132
884	0.06015699112
885	0.06001668382
886	0.0599141099
887	0.05978224681
888	0.05966551955
889	0.05953275257
890	0.0594384426
891	0.05927797923
892	0.059171689
893	0.05901273339
894	0.05892047871
895	0.05882983707
896	0.05867619782
897	0.05849661408
898	0.05843213844
899	0.05830916236
900	0.0582395075
901	0.05815577593
902	0.0580182362
903	0.0579227015
904	0.05782674405
905	0.0577043817
906	0.05755338533
907	0.05747608299
908	0.05731716089
909	0.05720554491
910	0.05712853954
911	0.05703160102
912	0.05687968408
913	0.05674448979
914	0.05661256417
915	0.0565174058
916	0.05644053115
917	0.05633428656
918	0.05623190957
919	0.05614301396
920	0.05605294363
921	0.05593640469
922	0.05581300735
923	0.05575095824
924	0.05566109534
925	0.0556117232
926	0.0554852553
927	0.05543003635
928	0.05531933311
929	0.05521224012
930	0.05511384572
931	0.05506050829
932	0.05494090623
933	0.05486306765
934	0.05474260944
935	0.05467110469
936	0.05460354613
937	0.05453978709
938	0.05441537141
939	0.05431386553
940	0.05422162524
941	0.05416841923
942	0.05405826813
943	0.05400122738
944	0.05393584575
945	0.05388895524
946	0.05378493993
947	0.05366804125
948	0.0535549615
949	0.05348746791
950	0.05340444533
951	0.0533321962
952	0.05323797327
953	0.05314957853
954	0.0530265345
955	0.05293239016
956	0.05283152016
957	0.05277291741
958	0.05265417556
959	0.05256262298
960	0.05249966717
961	0.05240555523
962	0.05225055451
963	0.05214682427
964	0.05203631781
965	0.05192867315
966	0.05183978622
967	0.05175991146
968	0.05166975808
969	0.05158918763
970	0.05151301141
971	0.05137059208
972	0.05132273115
973	0.0512543476
974	0.05120128655
975	0.05112143496
976	0.05106959105
977	0.05100390978
978	0.05094890225
979	0.0508542662
980	0.05079351345
981	0.05070816977
982	0.05062204807
983	0.05056234339
984	0.05048457166
985	0.05039411286
986	0.05030284848
987	0.05019713356
988	0.05010082185
989	0.05004302812
990	0.04997677844
991	0.04989093867
992	0.0498039879
993	0.04968450998
994	0.0496038553
995	0.04950960858
996	0.04946029632
997	0.04935798689
998	0.04928703271
999	0.04914552588
93
505200999	0.05050389562
